sentence text,event interval start,event interval end,trigger,rule,polarity,controller,controlled
""" Inhibition of HER2 activity , however , causes upregulation of HER3 , and simultaneous blockage of HER2 and HER3 activity gives a more potent inhibition of HER2 dependent oncogenic features than blockage of one receptor alone [ XREF_BIBR ] . """,3,12,causes,Positive_activation_syntax_1_verb,Negative_activation,"""HER2""","""HER3"""
""" In order to measure the inhibition of HER2 mediated HER3 activation , we tested three drugs that target HER2 ( 2C4 , trastuzumab and lapatinib ) using FFPE cell-lines as our model system . """,8,11,mediated,Positive_early_activation,Negative_activation,"""HER2""","""HER3"""
""" This is consistent with our observation that bispecific HER2 and HER3 specific antibodies can sequester HER3 into HER2-HER3 heterodimers that , if inhibited by HER2 specific TKIs , effectively silence HER3 . """,9,17,sequester,Negative_activation_syntax_1_verb,Negative_activation,"""HER2""","""HER3"""
""" Furthermore , the consistent role for HER3 and the required release of its ligand by ADAM10 implies that in any HER2 positive EAC that develops resistance to HER2 inhibiting drugs , HER3 , ADAM10 and NRG-1beta can all be effective secondary targets . """,28,33,inhibiting,Negative_activation_syntax_1_verb,Negative_activation,"""HER2""","""HER3"""
The HER2 targeted antibody pertuzumab ( Perjeta ( TM ) ) reportedly inhibits ligand induced HER3 activity by preventing HER2 and HER3 dimerization .,1,16,inhibits,Negative_activation_syntax_1_verb,Negative_activation,"""HER2""","""HER3"""
""" A solely HER2 targeted therapy , like trastuzumab and pertuzumab combination is unable to suppress HER3 driven PI3K pathway signaling resulting from a switch from HER2/3 heterodimers to alternate signaling , such as EGFR and HER3 heterodimers . """,3,17,suppress,Negative_activation_syntax_1_verb,Negative_activation,"""HER2""","""HER3"""
""" Treatment of HER2+ breast cancers has been greatly improved in recent years , but the accompanying upregulation of HER3 induced by HER2 blockade has subdued the therapeutic effect . """,19,23,induced,Positive_activation_syntax_2_verb,Negative_activation,"""HER2""","""HER3"""
""" XREF_BIBR , XREF_BIBR Data have indicated that HER3 is as critical as HER2 to maintaining cell proliferation in breast cancer cells , and a HER2 antibody that inhibits HER3 signaling by blocking ligand induced heterodimerization can induce tumor regression with effects that are distinct from those of trastuzumab . """,25,30,inhibits,Negative_activation_syntax_5_verb,Negative_activation,"""HER2""","""HER3"""
""" These two miRNAs are potential tumor suppressors and their overexpression in SKBR3 cells ( a HER2 dependent human breast cancer cell line ) suppresses HER2 and HER3 mRNA and protein levels , leading to a reduction in anchorage dependent growth , cell motility , and invasiveness [ XREF_BIBR ] . """,16,28,suppresses,Negative_activation_syntax_1_verb,Negative_activation,"""HER2""","""HER3"""
""" Patients ' lymphocytes whose IL-2 responsiveness was decreased still expressed Tac antigen ( low-affinity IL-2 receptors ) but , in contrast to the patients ' original lymphocytes , did not absorb or respond to IL-2 , suggesting the loss of high-affinity IL-2 receptors ( p55 and p75 ) from these cells . """,5,13,decreased,Negative_activation_syntax_1_verb,Negative_activation,"""IL-2""","""Tac antigen"""
Inhibition of the MAPK pathway with PD98059 or U0126 blocked the DFMO induced induction of p21 and the reduction of cdk-2 protein .,3,22,blocked,Negative_activation_syntax_1_verb,Negative_activation,"""MAPK""","""cdk-2 protein"""
""" Blockage of ROS generation and MEK and ERK signaling reduced the radiation induced deactivation of GSK3beta , activation of Snail and induction of EMT . """,6,17,reduced,Negative_activation_syntax_1_verb,Negative_activation,"""MEK""","""GSK3beta"""
""" The BIR3 domains of cIAP1 and cIAP2 bind the kinase RIP1 , while their E3 ligase activity mediates ubiquitination of RIP1 , stimulating NF-kappaB activation and suppressing activation of caspase-8 [ XREF_BIBR ] . """,11,31,suppressing,Negative_activation_syntax_1_verb,Negative_activation,"""RIP1""","""caspase-8"""
Deficiency of RIP1 negated induction of IL-8 secretion as well as induction of caspase-8 activity .,2,14,negated,Negative_activation_syntax_1_verb,Negative_activation,"""RIP1""","""caspase-8"""
""" To determine whether A20 , TRAF2 and RIP1 inhibit caspase-8 cleavage in the complex , we conducted knockdown experiments by transfecting in TRAIL resistant cell lines with small interfering RNA ( siRNA ) specific to A20 , RIP1 and TRAF2 . """,8,11,inhibit,Negative_activation_syntax_1_verb,Negative_activation,"""RIP1""","""caspase-8"""
Recent evidence indicates that FADD and caspase-8 deficiency can be rescued by RIP3 and RIP1 deletion .,6,15,rescued,Positive_activation_syntax_2_verb,Negative_activation,"""RIP1""","""caspase-8"""
""" Knockdown of RIP1 abolishes formation of this complex and subsequent activation of caspase-8 and -3 , mitochondrial perturbations and apoptosis . """,3,14,abolishes,Negative_activation_syntax_1_verb,Negative_activation,"""RIP1""","""caspase-8"""
The qPCR result further revealed that Shh signaling in CP was mediated through Gli1 but not Gli2 as Gli1 transcript was subject to a 3-fold up-regulation whereas Gli2 transcript remained unaffected ( XREF_FIG ) .,6,10,signaling,Positive_activation_syntax_3_noun,Positive_activation,"""Shh""","""CP"""
Thus Shh in E15-17 embryonic neocortex can signal CP to adopt an oligodendrocyte fate and favors expansion of this lineage .,1,9,signal,Positive_activation_syntax_1_verb,Positive_activation,"""Shh""","""CP"""
Mdm4 is also targeted by Mdm2 E3-ubiquitin ligase activity [ XREF_BIBR ] .,0,6,targeted,Positive_activation_syntax_2_verb,Positive_activation,"""Mdm2""","""Mdm4"""
""" Also , unlike Mdm2 , Mdm4 expression levels are not dependent on p53 , though Mdm2 targets Mdm4 and itself for proteasomal degradation [ XREF_BIBR ] . """,16,19,targets,Positive_activation_token_1_verb,Positive_activation,"""Mdm2""","""Mdm4"""
Dissociation of MDM4 from MDM2 allows MDM4 activity .,4,7,allows,Positive_activation_token_1_verb,Positive_activation,"""MDM2""","""MDM4"""
These results suggest that dissociation of MDM2 from MDM4 allows MDM4 to promote HIPK2 activity .,6,11,allows,Positive_activation_syntax_1_verb,Positive_activation,"""MDM2""","""MDM4"""
""" However , despite the preferential association of p53 with MDM2 , both MDM2 knockdown and MDM4 knockdown weakly induced p53 ( XREF_FIG ) , and co-knockdown of MDM2 and MDM4 additively but still only modestly induced p53 ( XREF_SUPPLEMENTARY ) . """,13,31,induced,Positive_activation_syntax_1_verb,Positive_activation,"""MDM2""","""MDM4"""
""" Moreover , in biochemical assays with native substrates and in biophysical studies , RSV and other SIRT1 activators ( SRT1720 , SRT2183 , SRT1460 ) were found not to activate SIRT1 directly . """,20,32,activate,Positive_activation_syntax_1_verb,Positive_activation,"""SRT1720""","""SIRT1"""
""" Taken together , we conclude that SRT1720 , SRT2183 , SRT1460 , and resveratrol are not direct activators of SIRT1 . """,7,21,are not direct activators,Positive_activation_copula_1,Positive_activation,"""SRT1720""","""SIRT1"""
""" SRT1720 , its structurally related compounds SRT2183 and SRT1460 , and resveratrol do not lead to apparent activation of SIRT1 with native peptide or full-length protein substrates , whereas they do activate SIRT1 with peptide substrate containing a covalently attached fluorophore . """,1,21,lead to,Positive_activation_nested_syntax_2_verb,Positive_activation,"""SRT1720""","""SIRT1"""
""" Increasing SIRT1 activity , either by transgenic overexpression of the Sirt1 gene in mice or by pharmacological activation by small molecule activators resveratrol and SRT1720 , has shown beneficial effects in rodent models of type 2 diabetes , indicating that SIRT1 may represent an attractive therapeutic target . """,8,26,overexpression,Positive_activation_syntax_3_noun,Positive_activation,"""SRT1720""","""Sirt1"""
""" Interestingly , SRT1720 addition increased the SIRT1 activity slightly more than RSV treatment alone . """,3,8,increased,Positive_activation_syntax_1_verb,Positive_activation,"""SRT1720""","""SIRT1"""
""" All rats were anesthetized and maintained with isoflurane ( RWD Life Science , Shenzhen , China ) and were randomly divided into six groups : the control , vehicle , resveratrol ( RSV ) , SRT1720 ( a selective activator of SIRT1 ) , RSV+E x527 , and RSV +3-TYP groups.In the control group , rats were anesthetized and underwent surgery without any other treatment . """,36,43,activator,Positive_activation_syntax_7_noun,Positive_activation,"""SRT1720""","""SIRT1"""
""" SIRT1 activator , SRT1720 , promoted neurological recovery and striatal lesion reduction , whereas SIRT1 inhibitor , EX527 , did not worsen neurological and histological consequences of OS suggesting ( 1 ) the absence of endogenous SIRT1 activation during cerebral OS , ( 2 ) nuclear SIRT1 activation when PARP is inhibited by 3AB during cerebral OS , and ( 3 ) beneficial effect of exogenous SIRT1 activation by SRT1720 during cerebral OS . """,1,71,promoted,Positive_activation_syntax_2_verb,Positive_activation,"""SRT1720""","""SIRT1"""
""" Based on our NF-kappaB data ( see below ) , we propose that the measured plasma concentration of SRT1720 in treated mice is sufficient to activate SIRT1 in vivo . """,19,28,activate,Positive_activation_syntax_1_verb,Positive_activation,"""SRT1720""","""SIRT1"""
""" Although overexpression of SIRT1 confers a multidrug resistance phenotype in various cancer cell lines in vitro , pharmacological activation of SIRT1 by SRT1720 has been associated with reduction in multiple myeloma tumor growth , but with increased lung metastasis of breast cancer cells in a mouse xenograft model . """,19,24,activation,Positive_activation_token_2_noun,Positive_activation,"""SRT1720""","""SIRT1"""
""" XREF_BIBR , XREF_BIBR , XREF_BIBR However , as with resveratrol , whether SRT1720 activates SIRT1 directly or indirectly remains unclear . """,13,16,activates,Positive_activation_syntax_1_verb,Positive_activation,"""SRT1720""","""SIRT1"""
""" XREF_BIBR , XREF_BIBR , XREF_BIBR The synthetic production of SIRT1 activators has also been successful ; in particular , SRT1720 increases SIRT1 deacetylase activity more potently than resveratrol in both cell lines and within skeletal muscle of mice . """,20,23,increases,Positive_activation_token_1_verb,Positive_activation,"""SRT1720""","""SIRT1"""
""" Similar to resveratrol , controversy exists regarding whether SRT1720 activates SIRT1 through direct interaction , or acts indirectly via activation of AMPK through alterations in cellular energy status . """,9,12,activates,Positive_activation_syntax_1_verb,Positive_activation,"""SRT1720""","""SIRT1"""
""" Importantly but not surprisingly , Sirt1 activators , such as SRT1720 , which have significantly improved specificity and activity in activating Sirt1 , have been found to hold great therapeutic efficacy in autoimmune therapy and are currently used in clinical tails ( www.sirtris.com ) . """,6,12,activators,Positive_activation_syntax_noun_Hearst,Positive_activation,"""SRT1720""","""Sirt1"""
""" In a mouse model of multiple sclerosis , experimental autoimmune encephalomyelitis ( EAE ) , SIRT1 activation by SRT501 or SRT1720 maintains axonal density , prevents neuronal loss , and improves neuronal dysfunction . """,16,22,activation,Positive_activation_syntax_2_noun,Positive_activation,"""SRT1720""","""SIRT1"""
There were doubts about the specificity and effectiveness of natural and synthetic Sirt1 activators such as resveratrol and SRT1720 .,12,19,activators,Positive_activation_syntax_noun_Hearst,Positive_activation,"""SRT1720""","""Sirt1"""
""" However , SRT1720 direct activation of SIRT1 remains disputed due to artifacts derived from the use of the nonphysiological fluorescent "" "" Fluor de Lys "" "" substrate for measuring in vitro SIRT1 activity [ XREF_BIBR ] . """,3,8,activation,Positive_activation_syntax_3_noun,Positive_activation,"""SRT1720""","""SIRT1"""
""" To confirm the activation of Sirt1 by SRT1720 in vivo we analyzed the acetylation levels of PGC-1alpha , a direct target of Sirt1 , in the liver of 40 week old mice treated on diets for 12 weeks . """,4,9,activation,Positive_activation_token_2_noun,Positive_activation,"""SRT1720""","""Sirt1"""
""" SRT1720 , a compound that activates Sirt1 in vitro XREF_BIBR , is one of a series of pharmaceutical compounds that are being investigated for their efficacy in the treatment of metabolic and chronic diseases associated with aging . """,1,8,activates,Positive_activation_syntax_5_verb,Positive_activation,"""SRT1720""","""Sirt1"""
We therefore attempted to ask whether our transcriptional data more broadly support the activation of Sirt1 by SRT1720 .,13,18,activation,Positive_activation_token_2_noun,Positive_activation,"""SRT1720""","""Sirt1"""
""" The pharmaceutical agent SRT1720 has been reported to activate SIRT1 , resulting in PGC-1alpha activation , increased mitochondrial fatty acid oxidation in the muscle , and improved running performance , muscle strength and coordination [ XREF_BIBR ] . """,4,11,activate,Positive_activation_syntax_1_verb,Positive_activation,"""SRT1720""","""SIRT1"""
""" However , the effect of SRT1720 on cancer may be complex , as some recent studies have demonstrated that SRT1720 may not directly activate SIRT1 and another study showed that SRT1720 treatment could promote lung metastasis . """,20,26,directly activate,Positive_activation_syntax_1_verb,Positive_activation,"""SRT1720""","""SIRT1"""
""" However , more recently other researchers have demonstrated that SRT1720 has SIRT1 independent effects and does not directly activate SIRT1 . """,10,21,directly activate,Positive_activation_syntax_1_verb,Positive_activation,"""SRT1720""","""SIRT1"""
