sentence text,event interval start,event interval end,trigger,rule,polarity,pred_polarity,controller,controlled
"XREF_BIBR In that study , Col5a3-null adipocytes and skeletal muscles displayed insulin resistance due to the suppression of insulin induced Glut4 translocation .",18,21,induced,Positive_early_activation,Positive_activation,Negative_activation,"""insulin""","""Glut4"""
"We hypothesize that insulin may reduce GLUT4 endocytosis by regulating the function of dynamin II at the cell surface , as part of the mechanism to increase glucose uptake .",3,7,reduce,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""insulin""","""GLUT4"""
A recent study by Zhao et al XREF_BIBR further reported that LBPs improved insulin resistance via translocation and activation of GLUT4 in OLETF rats .,13,21,resistance,Negative_activation_syntax_3_noun,Positive_activation,Negative_activation,"""insulin""","""GLUT4"""
"Finally , immunofluorescence analysis and quantification confirmed the inhibitory effect of CX-4945 on the insulin induced GLUT4 translocation to the plasma membrane in human adipocytes .",14,17,induced,Positive_early_activation,Positive_activation,Negative_activation,"""insulin""","""GLUT4"""
"Conversely , insulin arrested the majority of GLUT4 transcripts in monosomes .",2,8,arrested,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""insulin""","""GLUT4"""
"Insulin stimulation also reduced the number of GLUT4 vesicles in the TIRF zone , presumably because they are consumed by fusion with the plasma membrane faster than they arrive at this zone .",0,8,reduced,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""Insulin""","""GLUT4"""
"Insulin stimulation resulted in increased number of freely diffusing GLUT4 molecules , and effectively reduced the fraction of GLUT4 confined in clusters to 25-30 % ( XREF_FIG ) .",0,19,reduced,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""Insulin""","""GLUT4"""
Silencing AS160 or TBC1D1 increased surface GLUT4 in unstimulated cells but did not prevent insulin induced GLUT4 translocation .,14,17,induced,Positive_early_activation,Positive_activation,Positive_activation,"""insulin""","""GLUT4"""
"Indeed , a recent report shows that prolonged insulin stimulation suppresses Glut4 retrieval from endosomes and increases its lysosomal degradation .",8,12,suppresses,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""insulin""","""Glut4"""
"It has been shown that exogenous SLs , such as ceramide and GM 3 , inhibit the insulin receptor mediated response and insulin stimulated GLUT4 translocation [ XREF_BIBR , XREF_BIBR ] .",22,25,stimulated,Positive_activation_token_1_verb,Positive_activation,Negative_activation,"""insulin""","""GLUT4"""
Insulin stimulated GLUT4 translocation is decreased in Adcy3 deficient 3T3-L1 adipocytes .,0,3,stimulated,Positive_activation_token_1_verb,Positive_activation,Negative_activation,"""Insulin""","""GLUT4"""
"Furthermore , in vitro studies have demonstrated that AKT2 silencing causes inhibition of insulin induced GLUT4 translocation to the plasma membrane .",13,16,induced,Positive_early_activation,Positive_activation,Negative_activation,"""insulin""","""GLUT4"""
"When Axin , TNKS and KIF3A were knocked down individually by siRNA in 3T3-L1 adipocytes , insulin induced GLUT4 translocation and glucose uptake were obviously impaired .",16,19,induced,Positive_early_activation,Positive_activation,Negative_activation,"""insulin""","""GLUT4"""
"Moreover , insulin induced GLUT4 localization to the cell surface is completely blocked in 3T3-L1 adipocytes expressing ING2 PHD , a PI5P binding peptide predicted to interfere with PI5P binding to appropriate effectors .",2,5,induced,Positive_early_activation,Positive_activation,Negative_activation,"""insulin""","""GLUT4"""
"Finally , we show that the R125W variant of TBC1D1 , which has been genetically associated with obesity , is equally inhibitory to insulin stimulated GLUT4 translocation , as is wild-type TBC1D1 , and that healthy and type 2 diabetic individuals express approximately the same level of TBC1D1 in biopsies of vastus lateralis muscle .",23,26,stimulated,Positive_activation_token_1_verb,Positive_activation,Negative_activation,"""insulin""","""GLUT4"""
"Glucosamine ( Glmn ) , a product of glucose metabolism via the hexosamine pathway , causes insulin resistance in isolated adipocytes by impairing insulin induced GLUT 4 glucose transporter translocation to the plasma membrane .",23,27,induced,Positive_early_activation,Positive_activation,Negative_activation,"""insulin""","""GLUT 4"""
The insulin induced GLUT4 translocation was completely blocked by treatment with inhibitors by comparing the fluorescent density on the plasma membrane of treated cells ( XREF_FIG ) .,1,4,induced,Positive_early_activation,Positive_activation,Negative_activation,"""insulin""","""GLUT4"""
Patients with diabetes mellitus present reduced insulin induced GLUT4 translocation and glucose uptake resulting in elevated plasma glucose concentrations .,6,9,induced,Positive_early_activation,Positive_activation,Negative_activation,"""insulin""","""GLUT4"""
"As a result , insulin stimulated GLUT4 translocation is impaired , resulting in IR .",4,7,stimulated,Positive_activation_token_1_verb,Positive_activation,Negative_activation,"""insulin""","""GLUT4"""
"Summarizing the existing data , androgens promote IR at the tissue level of SM by reducing capillary network formation for adequate delivery of insulin to SM , switching muscle fiber isoforms , reducing glycogen synthase activity and impairing insulin mediated GLUT4 plasma membrane translocation [ XREF_BIBR ] .",38,41,mediated,Positive_early_activation,Positive_activation,Positive_activation,"""insulin""","""GLUT4"""
"For example , adipocyte specific GLUT4 over-expression normalizes glucose tolerance , expands fat mass , and improves whole body insulin resistance caused my muscle deletion of GLUT4 .",19,27,caused,Positive_activation_syntax_1_verb,Positive_activation,Negative_activation,"""insulin""","""GLUT4"""
"So far , it is unclear how insulin could inhibit the F 5 QQI and clathrin dependent basal GLUT4 endocytosis pathway .",7,19,inhibit,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""insulin""","""GLUT4"""
"These data complement a previous study with another muscle specific Rac1-knockout mouse model , in which insulin triggered GLUT4 translocation was reduced .",16,19,triggered,Positive_activation_token_1_verb,Positive_activation,Negative_activation,"""insulin""","""GLUT4"""
"Furthermore , insulin stimulated GLUT4 translocation was reduced by adipocyte conditioned medium .",2,5,stimulated,Positive_activation_token_1_verb,Positive_activation,Negative_activation,"""insulin""","""GLUT4"""
"Insulin stimulated GLUT4 translocation is generally impaired in people with type 2 diabetes , but muscle contractions during both aerobic and resistance exercise increase GLUT4 abundance and enhance muscular glucose uptake even in these individuals .",0,3,stimulated,Positive_activation_token_1_verb,Positive_activation,Negative_activation,"""Insulin""","""GLUT4"""
"However , others have reported that ROZ stimulates trafficking of a glucose transporter , GLUT4 , in adipocytes 50 , and it has been speculated that acute 20-min insulin exposure prevents GLUT4 internalization by dynein 51 .",28,32,prevents,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""insulin""","""GLUT4"""
"The improved insulin sensitivity suggested that Doc2b may be limiting for insulin signalling or insulin stimulated GLUT4 vesicle translocation to the cell surface membranes in skeletal muscle , given that skeletal muscle accounts for ~ 80 % of glucose uptake in humans [ XREF_BIBR ] .",14,17,stimulated,Positive_activation_token_1_verb,Positive_activation,Negative_activation,"""insulin""","""GLUT4"""
Cofilin Knockdown Promotes F-Actin Accumulation and Decreases Insulin mediated GLUT4 Translocation .,7,10,mediated,Positive_early_activation,Positive_activation,Negative_activation,"""Insulin""","""GLUT4"""
The inhibition of the transcriptional activity of the fish and mammalian GLUT4 promoters by insulin is difficult to reconcile with the known stimulatory effects of insulin on GLUT4 mRNA levels in skeletal muscle in fish and mammalian species .,11,15,promoters,Positive_activation_syntax_2_noun,Positive_activation,Positive_activation,"""insulin""","""GLUT4"""
"Insulin is known to stimulate insulin receptor ( IR )-mediated signaling cascades that ultimately result in the recruitment of GLUT4 to the cell surface by dramatically accelerating GLUT4 insertion into the PM by exocytosis and inhibiting GLUT4 endocytosis , thereby increasing glucose flux into the cells .",0,28,stimulate,Positive_activation_syntax_1_verb,Positive_activation,Positive_activation,"""Insulin""","""GLUT4"""
Insulin induced GLUT4 translocation was inhibited at every insulin dose by 1muM MK-2206 treatment in cells expressing Akt1 WT and Akt2 WT ( XREF_FIG E ) .,0,3,induced,Positive_early_activation,Positive_activation,Negative_activation,"""Insulin""","""GLUT4"""
Insulin signaling promotes the transport of GLUT4 vesicles to the cell surface and simultaneously limits endocytosis of GLUT4 [ XREF_BIBR ] .,0,18,limits,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""Insulin""","""GLUT4"""
"These data indicate that the insulin sensitive membrane compartment that sequesters GLUT4 in fat cells contains long chain acyl-CoA synthetase-1 and its product fatty acyl-CoA , shown previously to be required for budding and fusion in membrane trafficking processes .",5,12,sequesters,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""insulin""","""GLUT4"""
"Moreover , the insulin enhanced GLUT4 translocation in myotubes was inhibited by the treatment of P. panacis EVs , but not of P. cedrina EVs or LPS ( XREF_FIG ) .",3,6,enhanced,Positive_activation_token_1_verb,Positive_activation,Negative_activation,"""insulin""","""GLUT4"""
"In addition , the insulin deficient streptozotocin diabetic rodent has reduced GLUT4 , whereas the diabetic hyperinsulinemic db/db mouse has increased GLUT4 in the cerebellum .",4,12,reduced,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""insulin""","""GLUT4"""
"When DGKzeta was knocked-down in 3T3-L1 adipocytes , insulin induced GLUT4 translocation was inhibited without affecting other mediators of insulin dependent signaling .",8,11,induced,Positive_early_activation,Positive_activation,Negative_activation,"""insulin""","""GLUT4"""
"Despite these differences , denervated soleus and plantaris muscles exhibited comparable decreases in insulin stimulated activities of the insulin receptor ( approximately 40 % ) and phosphatidylinositol 3-kinase ( approximately 50 % ) and a pronounced decrease in GLUT-4 .",13,39,stimulated,Positive_activation_syntax_1_verb,Positive_activation,Negative_activation,"""insulin""","""GLUT-4"""
"In addition , insulin attenuates endocytic processes of cell surface GLUT4 molecules in adipocytes .",3,11,attenuates,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""insulin""","""GLUT4"""
"Moreover , Doc2b knockout mice exhibit peripheral insulin resistance and impaired insulin stimulated GLUT4 accumulation at skeletal muscle cell surfaces [ XREF_BIBR ] .",7,14,stimulated,Positive_activation_syntax_1_verb,Positive_activation,Positive_activation,"""insulin""","""GLUT4"""
